date,exchg,code,open,high,low,close,settle,volume,turnover,openinterest,upperlimit,lowerlimit,preclose,presettle,preinterest
20240227,SSE,000001,2966.416600,2988.877500,2961.147900,2987.895300,0.000000,103060427.000000,107151981963.000000,0.000000,9999.999900,0.000000,2977.022100,0.000000,0.000000
20240227,SSE,600036,32.240000,32.400000,32.100000,32.370000,0.000000,10995138.000000,354934765.400000,0.000000,35.480000,29.030000,32.250000,0.000000,0.000000
20240227,SSE,600009,34.850000,35.180000,34.760000,35.030000,0.000000,1793300.000000,62793151.000000,0.000000,38.340000,31.370000,34.850000,0.000000,0.000000
20240227,SSE,600276,42.100000,42.330000,42.000000,42.080000,0.000000,2904307.000000,122415634.080000,0.000000,46.290000,37.870000,42.080000,0.000000,0.000000
20240227,SZSE,000001,10.490000,10.600000,10.460000,10.590000,0.000000,46718450.000000,491861638.070000,0.000000,11.580000,9.480000,10.530000,0.000000,0.000000
