trade_date,pe,pe_ttm,pb,ps,ps_ttm,dv_ratio,dv_ttm,total_mv
2000-07-05,60.3871,60.3871,7.1965,19.5287,19.5287,,,5596020.0
2000-07-06,60.023,60.023,7.1531,19.4109,19.4109,,3.9157,5562280.0
2000-07-07,60.4651,60.4651,7.2058,19.5539,19.5539,,3.8871,5603250.0
2000-07-10,60.101,60.101,7.1624,19.4362,19.4362,,3.9106,5569510.0
2000-07-11,61.0112,61.0112,7.2709,19.7305,19.7305,,3.8523,5653860.0
2000-07-12,61.3753,61.3753,7.3143,19.8483,19.8483,,3.8294,5687600.0
2000-07-13,60.9592,60.9592,7.2647,19.7137,19.7137,,3.8556,5649040.0
2000-07-14,61.3753,61.3753,7.3143,19.8483,19.8483,,3.8294,5687600.0
2000-07-17,60.8552,60.8552,7.2523,19.6801,19.6801,,3.8622,5639400.0
2000-07-18,60.7251,60.7251,7.2368,19.638,19.638,,3.8704,5627350.0
2000-07-19,61.6614,61.6614,7.3483,19.9408,19.9408,,3.8117,5714110.0
2000-07-20,60.9852,60.9852,7.2678,19.7221,19.7221,,3.8539,5651450.0
2000-07-21,61.2193,61.2193,7.2957,19.7978,19.7978,,3.8392,5673140.0
2000-07-24,60.6211,60.6211,7.2244,19.6044,19.6044,,3.8771,5617710.0
2000-07-25,61.1672,61.1672,7.2895,19.781,19.781,,3.8425,5668320.0
2000-07-26,60.8292,60.8292,7.2492,19.6716,19.6716,,3.8638,5636990.0
2000-07-27,63.7939,63.7939,7.6025,20.6304,20.6304,,3.6843,5911730.0
2000-07-28,62.3896,60.7956,6.9605,20.1763,22.6884,,3.7672,5781590.0
2000-07-31,62.5456,60.9477,6.9779,20.2267,22.7451,,3.7578,5796050.0
2000-08-01,62.5456,60.9477,6.9779,20.2267,22.7451,,3.7578,5796050.0
2000-08-02,62.0255,60.4409,6.9199,20.0585,22.556,,3.7893,5747850.0
2000-08-03,62.1555,60.5676,6.9344,20.1006,22.6033,,3.7814,5759900.0
2000-08-04,62.1035,60.5169,6.9286,20.0837,22.5844,,3.7845,5755080.0
2000-08-07,62.0515,60.4662,6.9228,20.0669,22.5654,,3.7877,5750260.0
2000-08-08,62.1555,60.5676,6.9344,20.1006,22.6033,,3.7814,5759900.0
2000-08-09,62.5976,60.9984,6.9837,20.2435,22.764,,3.7547,5800870.0
2000-08-10,62.1555,60.5676,6.9344,20.1006,22.6033,,3.7814,5759900.0
2000-08-11,62.1555,60.5676,6.9344,20.1006,22.6033,,3.7814,5759900.0
2000-08-14,62.7276,61.1251,6.9982,20.2856,22.8113,,3.7469,5812920.0
2000-08-15,62.5976,60.9984,6.9837,20.2435,22.764,,3.7547,5800870.0
2000-08-16,62.7536,61.1504,7.0011,20.294,22.8208,,3.7453,5815330.0
2000-08-17,62.8837,61.2771,7.0156,20.3361,22.8681,,3.7376,5827380.0
2000-08-18,62.5456,60.9477,6.9779,20.2267,22.7451,,3.7578,5796050.0
2000-08-21,62.3375,60.745,6.9547,20.1594,22.6695,,3.7703,5776770.0
2000-08-22,61.8954,60.3141,6.9053,20.0165,22.5087,,3.7973,5735800.0
2000-08-23,61.3753,59.8073,6.8473,19.8483,22.3195,,3.8294,5687600.0
2000-08-24,61.4013,59.8326,6.8502,19.8567,22.329,,3.8278,5690010.0
2000-08-25,61.7654,60.1874,6.8908,19.9744,22.4614,,3.8053,5723750.0
2000-08-28,61.6094,60.0354,6.8734,19.924,22.4047,,3.8149,5709290.0
2000-08-29,61.1672,59.6046,6.8241,19.781,22.2439,,3.8425,5668320.0
2000-08-30,60.6991,59.1484,6.7719,19.6296,22.0737,,3.8721,5624940.0
2000-08-31,60.4651,58.9203,6.7458,19.5539,21.9885,,3.8871,5603250.0
2000-09-01,60.335,58.7936,6.7313,19.5118,21.9412,,3.8955,5591200.0
2000-09-04,60.231,58.6923,6.7197,19.4782,21.9034,,3.9022,5581560.0
2000-09-05,58.3065,56.8169,6.505,18.8558,21.2036,,4.031,5403220.0
2000-09-06,57.3703,55.9046,6.4005,18.5531,20.8631,,4.0968,5316460.0
2000-09-07,57.6824,56.2087,6.4353,18.654,20.9766,,4.0746,5345380.0
2000-09-08,57.7344,56.2594,6.4411,18.6708,20.9955,,4.0709,5350200.0
2000-09-11,57.7864,56.3101,6.4469,18.6876,21.0144,,4.0673,5355020.0
2000-09-12,58.2545,56.7663,6.4991,18.839,21.1847,,4.0346,5398400.0
2000-09-13,58.5406,57.045,6.5311,18.9315,21.2887,,4.0149,5424910.0
2000-09-14,57.9685,56.4875,6.4672,18.7465,21.0806,,4.0545,5371890.0
2000-09-15,57.6304,56.158,6.4295,18.6372,20.9577,,4.0783,5340560.0
2000-09-18,56.6421,55.195,6.3193,18.3176,20.5983,,4.1494,5248980.0
2000-09-19,55.1337,53.7252,6.151,17.8298,20.0498,,4.263,5109200.0
2000-09-20,55.3938,53.9786,6.18,17.9139,20.1443,,4.243,5133300.0
2000-09-21,55.3158,53.9026,6.1713,17.8887,20.116,,4.2489,5126070.0
2000-09-22,55.2378,53.8266,6.1626,17.8634,20.0876,,4.2549,5118840.0
2000-09-25,55.3418,53.9279,6.1742,17.8971,20.1254,,4.2469,5128480.0
2000-09-26,55.7319,54.3081,6.2177,18.0232,20.2673,,4.2172,5164630.0
2000-09-27,56.6941,55.2457,6.3251,18.3344,20.6172,,4.1456,5253800.0
2000-09-28,55.9139,54.4855,6.238,18.0821,20.3335,,4.2035,5181500.0
2000-09-29,56.174,54.7389,6.267,18.1662,20.4281,,4.184,5205600.0
2000-10-09,55.5238,54.1053,6.1945,17.9559,20.1916,,4.233,5145350.0
2000-10-10,57.1102,55.6512,6.3715,18.469,20.7685,,4.1154,5292360.0
2000-10-11,56.7201,55.2711,6.328,18.3428,20.6267,,4.1437,5256210.0
2000-10-12,56.148,54.7135,6.2641,18.1578,20.4186,,4.186,5203190.0
2000-10-13,56.6681,55.2204,6.3222,18.326,20.6077,,4.1475,5251390.0
2000-10-16,55.5238,54.1053,6.1945,17.9559,20.1916,,4.233,5145350.0
2000-10-17,55.6019,54.1814,6.2032,17.9812,20.22,,4.2271,5152580.0
2000-10-18,55.7319,54.3081,6.2177,18.0232,20.2673,,4.2172,5164630.0
2000-10-19,55.3938,53.9786,6.18,17.9139,20.1443,,4.243,5133300.0
2000-10-20,56.2,54.7642,6.2699,18.1746,20.4375,,4.1821,5208010.0
2000-10-23,56.4341,54.9923,6.296,18.2503,20.5226,,4.1647,5229700.0
2000-10-24,56.226,54.7896,6.2728,18.183,20.447,,4.1802,5210420.0
2000-10-25,56.9802,55.5245,6.357,18.4269,20.7212,,4.1248,5280310.0
2000-10-26,56.356,54.9163,6.2873,18.2251,20.4943,,4.1705,5222470.0
2000-10-27,55.7579,54.3334,6.2206,18.0316,20.2767,,4.2153,5167040.0
2000-10-30,55.6539,54.232,6.209,17.998,20.2389,,4.2231,5157400.0
2000-10-31,55.3938,53.9786,6.18,17.9139,20.1443,,4.243,5133300.0
2000-11-01,55.7059,54.2827,6.2148,18.0148,20.2578,,4.2192,5162220.0
2000-11-02,56.174,54.7389,6.267,18.1662,20.4281,,4.184,5205600.0
2000-11-03,55.7059,54.2827,6.2148,18.0148,20.2578,,4.2192,5162220.0
2000-11-06,55.5759,54.156,6.2003,17.9728,20.2105,,4.2291,5150170.0
2000-11-07,55.5498,54.1307,6.1974,17.9644,20.2011,,4.231,5147760.0
2000-11-08,55.7319,54.3081,6.2177,18.0232,20.2673,,4.2172,5164630.0
2000-11-09,56.4341,54.9923,6.296,18.2503,20.5226,,4.1647,5229700.0
2000-11-10,56.9542,55.4992,6.3541,18.4185,20.7118,,4.1267,5277900.0
2000-11-13,57.4223,55.9553,6.4063,18.5699,20.882,,4.0931,5321280.0
2000-11-14,57.3443,55.8793,6.3976,18.5447,20.8536,,4.0986,5314050.0
2000-11-15,57.8124,56.3354,6.4498,18.6961,21.0239,,4.0655,5357430.0
2000-11-16,57.3443,55.8793,6.3976,18.5447,20.8536,,4.0986,5314050.0
2000-11-17,57.0062,55.5498,6.3599,18.4353,20.7307,,4.1229,5282720.0
2000-11-20,56.5381,55.0937,6.3077,18.2839,20.5605,,4.1571,5239340.0
2000-11-21,56.9282,55.4738,6.3512,18.4101,20.7023,,4.1286,5275490.0
2000-11-23,57.6824,56.2087,6.4353,18.654,20.9766,,4.0746,5345380.0
2000-11-24,58.5146,57.0197,6.5282,18.9231,21.2792,,4.0167,5422500.0
2000-11-27,57.3963,55.93,6.4034,18.5615,20.8726,,4.0949,5318870.0
2000-11-28,57.8384,56.3608,6.4527,18.7045,21.0333,,4.0636,5359840.0
2000-11-29,57.1883,55.7272,6.3802,18.4942,20.7969,,4.1098,5299590.0
2000-11-30,57.1622,55.7019,6.3773,18.4858,20.7874,,4.1117,5297180.0
2000-12-01,57.2143,55.7526,6.3831,18.5026,20.8064,,4.108,5302000.0
2000-12-04,56.9542,55.4992,6.3541,18.4185,20.7118,,4.1267,5277900.0
2000-12-05,57.2143,55.7526,6.3831,18.5026,20.8064,,4.108,5302000.0
2000-12-06,56.5381,55.0937,6.3077,18.2839,20.5605,,4.1571,5239340.0
2000-12-07,56.2,54.7642,6.2699,18.1746,20.4375,,4.1821,5208010.0
2000-12-08,56.304,54.8656,6.2815,18.2083,20.4753,,4.1744,5217650.0
2000-12-11,55.4718,54.0547,6.1887,17.9391,20.1727,,4.237,5140530.0
2000-12-12,56.4341,54.9923,6.296,18.2503,20.5226,,4.1647,5229700.0
2000-12-13,55.7319,54.3081,6.2177,18.0232,20.2673,,4.2172,5164630.0
2000-12-14,56.5641,55.119,6.3106,18.2924,20.5699,,4.1552,5241750.0
2000-12-15,57.0842,55.6259,6.3686,18.4606,20.7591,,4.1173,5289950.0
2000-12-18,57.5263,56.0567,6.4179,18.6035,20.9198,,4.0857,5330920.0
2000-12-19,55.9139,54.4855,6.238,18.0821,20.3335,,4.2035,5181500.0
2000-12-20,55.5238,54.1053,6.1945,17.9559,20.1916,,4.233,5145350.0
2000-12-21,55.4458,54.0293,6.1858,17.9307,20.1632,,4.239,5138120.0
2000-12-22,54.7697,53.3704,6.1104,17.712,19.9174,,4.2913,5075460.0
2000-12-25,53.6514,52.2807,5.9856,17.3504,19.5107,,4.3808,4971830.0
2000-12-26,53.5994,52.23,5.9798,17.3336,19.4918,,4.385,4967010.0
2000-12-27,53.9635,52.5848,6.0204,17.4513,19.6242,,4.3554,5000750.0
2000-12-28,53.5473,52.1793,5.974,17.3168,19.4729,,4.3893,4962190.0
2000-12-29,53.9635,52.5848,6.0204,17.4513,19.6242,,4.3554,5000750.0
2001-01-02,54.4056,53.0156,6.0697,17.5943,19.785,4.32,4.32,5041720.0
2001-01-03,54.1455,52.7622,6.0407,17.5102,19.6904,4.3408,4.3408,5017620.0
2001-01-04,53.7034,52.3314,5.9914,17.3672,19.5296,4.3765,4.3765,4976650.0
2001-01-05,53.0012,51.6472,5.9131,17.1401,19.2743,4.4345,4.4345,4911580.0
2001-01-08,51.6749,50.3547,5.7651,16.7112,18.7919,4.5483,4.5483,4788670.0
2001-01-09,52.5331,51.191,5.8608,16.9888,19.104,4.474,4.474,4868200.0
2001-01-10,52.6631,51.3177,5.8753,17.0308,19.1513,4.463,4.463,4880250.0
2001-01-11,53.0272,51.6725,5.916,17.1486,19.2837,4.4323,4.4323,4913990.0
2001-01-12,52.9752,51.6218,5.9102,17.1317,19.2648,4.4367,4.4367,4909170.0
2001-01-15,51.8049,50.4814,5.7796,16.7533,18.8392,4.5369,4.5369,4800720.0
2001-01-16,52.273,50.9376,5.8318,16.9047,19.0094,4.4963,4.4963,4844100.0
2001-01-17,52.6631,51.3177,5.8753,17.0308,19.1513,4.463,4.463,4880250.0
2001-01-18,53.4433,52.078,5.9624,17.2831,19.435,4.3978,4.3978,4952550.0
2001-01-19,54.0155,52.6355,6.0262,17.4682,19.6431,4.3512,4.3512,5005570.0
2001-02-05,52.5851,51.2417,5.8666,17.0056,19.1229,4.4696,4.4696,4873020.0
2001-02-06,52.5071,51.1657,5.8579,16.9804,19.0946,4.4762,4.4762,4865790.0
2001-02-07,52.065,50.7348,5.8086,16.8374,18.9338,4.5142,4.5142,4824820.0
2001-02-08,51.7009,50.3801,5.768,16.7196,18.8014,4.546,4.546,4791080.0
2001-02-09,52.065,50.7348,5.8086,16.8374,18.9338,4.5142,4.5142,4824820.0
2001-02-12,53.0532,51.6978,5.9189,17.157,19.2932,4.4301,4.4301,4916400.0
2001-02-13,52.5331,51.191,5.8608,16.9888,19.104,4.474,4.474,4868200.0
2001-02-14,52.065,50.7348,5.8086,16.8374,18.9338,4.5142,4.5142,4824820.0
2001-02-15,51.9089,50.5828,5.7912,16.7869,18.877,4.5278,4.5278,4810360.0
2001-02-16,51.8049,50.4814,5.7796,16.7533,18.8392,4.5369,4.5369,4800720.0
2001-02-19,52.4291,51.0896,5.8492,16.9551,19.0662,4.4829,4.4829,4858560.0
2001-02-20,51.8049,50.4814,5.7796,16.7533,18.8392,4.5369,4.5369,4800720.0
2001-02-21,50.2445,48.9609,5.6055,16.2487,18.2718,4.6778,4.6778,4656120.0
2001-02-22,49.9064,48.6314,5.5678,16.1393,18.1488,4.7095,4.7095,4624790.0
2001-02-23,51.3888,50.0759,5.7332,16.6187,18.6879,4.5736,4.5736,4762160.0
2001-02-26,51.8569,50.5321,5.7854,16.7701,18.8581,4.5323,4.5323,4805540.0
2001-02-27,51.4668,50.152,5.7419,16.6439,18.7163,4.5667,4.5667,4769390.0
2001-02-28,51.6229,50.304,5.7593,16.6944,18.773,4.5529,4.5529,4783850.0
2001-03-01,51.7529,50.4307,5.7738,16.7365,18.8203,4.5415,4.5415,4795900.0
2001-03-02,53.1833,51.8246,5.9334,17.199,19.3405,4.4193,4.4193,4928450.0
2001-03-05,52.7151,51.3684,5.8811,17.0476,19.1702,4.4586,4.4586,4885070.0
2001-03-06,52.7151,51.3684,5.8811,17.0476,19.1702,4.4586,4.4586,4885070.0
2001-03-07,53.0792,51.7232,5.9218,17.1654,19.3026,4.428,4.428,4918810.0
2001-03-08,54.3535,52.9649,6.0639,17.5775,19.766,4.3242,4.3242,5036900.0
2001-03-09,54.4316,53.041,6.0726,17.6027,19.7944,4.318,4.318,5044130.0
2001-03-12,53.8854,52.5088,6.0117,17.4261,19.5958,4.3617,4.3617,4993520.0
2001-03-13,53.0532,51.6978,5.9189,17.157,19.2932,4.4301,4.4301,4916400.0
2001-03-14,53.5213,52.154,5.9711,17.3084,19.4634,4.3914,4.3914,4959780.0
2001-03-15,53.3133,51.9513,5.9479,17.2411,19.3877,4.4085,4.4085,4940500.0
2001-03-16,53.3393,51.9766,5.9508,17.2495,19.3972,4.4064,4.4064,4942910.0
2001-03-19,53.3133,51.9513,5.9479,17.2411,19.3877,4.4085,4.4085,4940500.0
2001-03-20,53.2873,51.9259,5.945,17.2327,19.3783,4.4107,4.4107,4938090.0
2001-03-21,54.6136,53.2184,6.093,17.6616,19.8606,4.3036,4.3036,5061000.0
2001-03-22,54.9517,53.5478,6.1307,17.7709,19.9836,4.2771,4.2771,5092330.0
2001-03-23,53.6514,52.2807,5.9856,17.3504,19.5107,4.3808,4.3808,4971830.0
2001-03-26,54.0415,52.6608,6.0291,17.4766,19.6525,4.3491,4.3491,5007980.0
2001-03-27,54.6136,53.2184,6.093,17.6616,19.8606,4.3036,4.3036,5061000.0
2001-03-28,54.3015,52.9143,6.0581,17.5607,19.7471,4.3283,4.3283,5032080.0
2001-03-29,54.3535,52.9649,6.0639,17.5775,19.766,4.3242,4.3242,5036900.0
2001-03-30,54.5616,53.1677,6.0871,17.6448,19.8417,4.3077,4.3077,5056180.0
2001-04-02,55.4718,54.0547,6.1887,17.9391,20.1727,4.237,4.237,5140530.0
2001-04-03,55.1858,53.7759,6.1568,17.8466,20.0687,4.259,4.259,5114020.0
2001-04-04,54.5876,53.193,6.09,17.6532,19.8512,4.3056,4.3056,5058590.0
2001-04-05,55.3938,53.9786,6.18,17.9139,20.1443,4.243,4.243,5133300.0
2001-04-06,55.3938,53.9786,6.18,17.9139,20.1443,4.243,4.243,5133300.0
2001-04-09,55.2638,53.8519,6.1655,17.8718,20.097,4.2529,4.2529,5121250.0
2001-04-10,55.3418,53.9279,6.1742,17.8971,20.1254,4.2469,4.2469,5128480.0
2001-04-11,55.6019,54.1814,6.2032,17.9812,20.22,4.2271,4.2271,5152580.0
2001-04-12,55.0817,53.6745,6.1452,17.813,20.0308,4.267,4.267,5104380.0
2001-04-13,55.1337,53.7252,6.151,17.8298,20.0498,4.263,4.263,5109200.0
2001-04-16,55.1077,53.6999,6.1481,17.8214,20.0403,4.265,4.265,5106790.0
2001-04-17,54.5876,53.193,6.09,17.6532,19.8512,4.3056,4.3056,5058590.0
2001-04-18,53.8594,52.4834,6.0088,17.4177,19.5863,4.3638,4.3638,4991110.0
2001-04-19,53.5734,52.2047,5.9769,17.3252,19.4823,4.3871,4.3871,4964600.0
2001-04-20,53.3653,52.0019,5.9537,17.2579,19.4067,4.4042,4.4042,4945320.0
2001-04-23,53.2873,51.9259,5.945,17.2327,19.3783,4.4107,4.4107,4938090.0
2001-04-24,53.3393,51.9766,5.9508,17.2495,19.3972,4.4064,4.4064,4942910.0
2001-04-25,52.3771,51.0389,5.8434,16.9383,19.0473,4.4873,4.4873,4853740.0
2001-04-26,51.8829,50.5574,5.7883,16.7785,18.8676,4.5301,4.5301,4807950.0
2001-04-27,52.8712,51.5204,5.8986,17.0981,19.227,4.4454,4.4454,4899530.0
2001-04-30,50.5949,50.5949,6.51,14.2761,14.2761,4.494,4.494,4846510.0
2001-05-08,50.3685,50.3685,6.4808,14.2122,14.2122,4.5142,4.5142,4824820.0
2001-05-09,50.3182,50.3182,6.4743,14.198,14.198,4.5188,4.5188,4820000.0
2001-05-10,50.444,50.444,6.4905,14.2335,14.2335,4.5075,4.5075,4832050.0
2001-05-11,50.8213,50.8213,6.5391,14.34,14.34,4.474,4.474,4868200.0
2001-05-14,51.1484,51.1484,6.5812,14.4323,14.4323,4.4454,4.4454,4899530.0
2001-05-15,51.1484,51.1484,6.5812,14.4323,14.4323,4.4454,4.4454,4899530.0
2001-05-16,51.5761,51.5761,6.6362,14.553,14.553,4.4085,4.4085,4940500.0
2001-05-17,50.9471,50.9471,6.5553,14.3755,14.3755,4.463,4.463,4880250.0
2001-05-18,50.6955,50.6955,6.5229,14.3045,14.3045,4.4851,4.4851,4856150.0
2001-05-21,50.9471,50.9471,6.5553,14.3755,14.3755,4.463,4.463,4880250.0
2001-05-22,50.8968,50.8968,6.5488,14.3613,14.3613,4.4674,4.4674,4875430.0
2001-05-23,51.4503,51.4503,6.62,14.5175,14.5175,4.4193,4.4193,4928450.0
2001-05-24,51.0478,51.0478,6.5682,14.4039,14.4039,4.4542,4.4542,4889890.0
2001-05-25,50.6201,50.6201,6.5132,14.2832,14.2832,4.4918,4.4918,4848920.0
2001-05-29,50.293,50.293,6.4711,14.1909,14.1909,4.521,4.521,4817590.0
2001-05-30,50.5949,50.5949,6.51,14.2761,14.2761,4.494,4.494,4846510.0
2001-05-31,50.3182,50.3182,6.4743,14.198,14.198,4.5188,4.5188,4820000.0
2001-06-01,50.8968,50.8968,6.5488,14.3613,14.3613,4.4674,4.4674,4875430.0
2001-06-04,50.5194,50.5194,6.5002,14.2548,14.2548,4.5007,4.5007,4839280.0
2001-06-05,51.0226,51.0226,6.565,14.3968,14.3968,4.4564,4.4564,4887480.0
2001-06-06,51.249,51.249,6.5941,14.4607,14.4607,4.4367,4.4367,4909170.0
2001-06-07,52.356,52.356,6.7366,14.773,14.773,4.3429,4.3429,5015210.0
2001-06-08,51.9787,51.9787,6.688,14.6666,14.6666,4.3744,4.3744,4979060.0
2001-06-11,51.9535,51.9535,6.6848,14.6595,14.6595,4.3765,4.3765,4976650.0
2001-06-12,51.7271,51.7271,6.6556,14.5956,14.5956,4.3957,4.3957,4954960.0
2001-06-13,51.8025,51.8025,6.6653,14.6169,14.6169,4.3893,4.3893,4962190.0
2001-06-14,50.8213,50.8213,6.5391,14.34,14.34,4.474,4.474,4868200.0
2001-06-15,50.7962,50.7962,6.5359,14.3329,14.3329,4.4762,4.4762,4865790.0
2001-06-18,49.8653,49.8653,6.4161,14.0702,14.0702,4.5598,4.5598,4776620.0
2001-06-19,49.8653,49.8653,6.4161,14.0702,14.0702,4.5598,4.5598,4776620.0
2001-06-20,49.9408,49.9408,6.4258,14.0915,14.0915,4.5529,4.5529,4783850.0
2001-06-21,50.3433,50.3433,6.4776,14.2051,14.2051,4.5165,4.5165,4822410.0
2001-06-22,50.8465,50.8465,6.5423,14.3471,14.3471,4.4718,4.4718,4870610.0
2001-06-25,50.8465,50.8465,6.5423,14.3471,14.3471,4.4718,4.4718,4870610.0
2001-06-26,50.6955,50.6955,6.5229,14.3045,14.3045,4.4851,4.4851,4856150.0
2001-06-27,50.4691,50.4691,6.4938,14.2406,14.2406,4.5052,4.5052,4834460.0
2001-06-28,50.1169,50.1169,6.4484,14.1412,14.1412,4.5369,4.5369,4800720.0
2001-06-29,50.1924,50.1924,6.4582,14.1625,14.1625,4.5301,4.5301,4807950.0
2001-07-02,50.0414,50.0414,6.4387,14.1199,14.1199,4.5437,4.5437,4793490.0
2001-07-03,50.0414,50.0414,6.4387,14.1199,14.1199,4.5437,4.5437,4793490.0
2001-07-04,50.293,50.293,6.4711,14.1909,14.1909,4.521,4.521,4817590.0
2001-07-05,50.6201,50.6201,6.5132,14.2832,14.2832,4.4918,4.4918,4848920.0
2001-07-06,50.3182,50.3182,6.4743,14.198,14.198,4.5188,,4820000.0
2001-07-09,50.142,50.142,6.4517,14.1483,14.1483,4.5346,,4803130.0
2001-07-10,50.2678,50.2678,6.4679,14.1838,14.1838,4.5233,,4815180.0
2001-07-11,50.0414,50.0414,6.4387,14.1199,14.1199,4.5437,,4793490.0
2001-07-12,49.5634,49.5634,6.3772,13.9851,13.9851,4.5876,,4747700.0
2001-07-13,49.186,49.186,6.3287,13.8786,13.8786,4.6228,,4711550.0
2001-07-16,48.7835,48.7835,6.2769,13.765,13.765,4.6609,,4672990.0
2001-07-17,48.2048,48.2048,6.2024,13.6017,13.6017,4.7169,,4617560.0
2001-07-18,48.557,48.557,6.2477,13.7011,13.7011,4.6826,,4651300.0
2001-07-19,50.142,50.142,6.4517,14.1483,14.1483,4.5346,,4803130.0
2001-07-20,50.142,50.142,6.4517,14.1483,14.1483,4.5346,,4803130.0
2001-07-23,50.1924,50.1924,6.4582,14.1625,14.1625,4.5301,,4807950.0
2001-07-24,49.5382,49.5382,6.374,13.978,13.978,4.5899,,4745290.0
2001-07-25,48.7835,48.7835,6.2769,13.765,13.765,4.6609,,4672990.0
2001-07-26,49.5382,49.5382,6.374,13.978,13.978,4.5899,,4745290.0
2001-07-27,49.2866,49.2866,6.3416,13.907,13.907,4.6133,,4721190.0
2001-07-30,46.4185,46.4185,5.9726,13.0977,13.0977,4.8984,,4446450.0
2001-07-31,44.8083,44.8083,5.7654,12.6433,12.6433,5.0744,,4292210.0
2001-08-01,45.8902,45.8902,5.9046,12.9486,12.9486,4.9548,,4395840.0
2001-08-02,44.9341,44.9341,5.7816,12.6788,12.6788,5.0602,,4304260.0
2001-08-03,44.758,44.758,5.7589,12.6291,12.6291,5.0801,,4287390.0
2001-08-06,40.2797,40.2797,5.1827,11.3655,11.3655,5.6449,,3858410.0
2001-08-07,39.1727,39.1727,5.0403,11.0532,11.0532,5.8044,,3752370.0
2001-08-08,38.2418,38.2418,4.9205,10.7905,10.7905,5.9457,,3663200.0
2001-08-09,38.745,38.745,4.9852,10.9325,10.9325,5.8685,,3711400.0
2001-08-10,39.8017,39.8017,5.1212,11.2306,11.2306,5.7127,,3812620.0
2001-08-13,39.8017,39.8017,5.1212,11.2306,11.2306,5.7127,,3812620.0
2001-08-14,40.0029,40.0029,5.1471,11.2874,11.2874,5.684,,3831900.0
2001-08-15,39.9526,39.9526,5.1406,11.2732,11.2732,5.6911,,3827080.0
2001-08-16,39.3488,39.3488,5.0629,11.1029,11.1029,5.7785,,3769240.0
2001-08-17,39.2985,39.2985,5.0565,11.0887,11.0887,5.7859,,3764420.0
2001-08-20,40.3803,40.3803,5.1957,11.3939,11.3939,5.6308,,3868050.0
2001-08-21,39.9023,39.7098,4.8191,11.259,10.7233,5.6983,,3822260.0
2001-08-22,38.9966,38.8084,4.7097,11.0035,10.4799,5.8306,,3735500.0
2001-08-23,39.0721,38.8835,4.7189,11.0248,10.5002,5.8194,,3742730.0
2001-08-24,38.6192,38.4328,4.6642,10.897,10.3785,5.8876,,3699350.0
2001-08-27,38.0154,37.8319,4.5912,10.7266,10.2162,5.9811,,3641510.0
2001-08-28,38.745,38.558,4.6794,10.9325,10.4123,5.8685,,3711400.0
2001-08-29,38.6192,38.4328,4.6642,10.897,10.3785,5.8876,,3699350.0
2001-08-30,38.5437,38.3577,4.655,10.8757,10.3582,5.8992,,3692120.0
2001-08-31,38.745,38.558,4.6794,10.9325,10.4123,5.8685,,3711400.0
2001-09-03,38.4934,38.3076,4.649,10.8615,10.3447,5.9069,,3687300.0
2001-09-04,39.5501,39.3592,4.7766,11.1596,10.6286,5.749,,3788520.0
2001-09-06,38.8959,38.7082,4.6976,10.9751,10.4528,5.8457,,3725860.0
2001-09-07,37.8896,37.7067,4.576,10.6911,10.1824,6.001,,3629460.0
2001-09-10,38.745,38.558,4.6794,10.9325,10.4123,5.8685,,3711400.0
2001-09-11,38.5689,38.3828,4.6581,10.8828,10.365,5.8953,,3694530.0
2001-09-12,37.7889,37.6066,4.5639,10.6627,10.1554,6.017,,3619820.0
2001-09-13,37.7889,37.6066,4.5639,10.6627,10.1554,6.017,,3619820.0
2001-09-14,37.3612,37.1809,4.5122,10.542,10.0404,6.0859,,3578850.0
2001-09-17,36.531,36.3547,4.412,10.3078,9.8173,6.2242,,3499320.0
2001-09-18,36.9335,36.7553,4.4606,10.4213,9.9255,6.1563,,3537880.0
2001-09-19,38.8708,38.6832,4.6945,10.968,10.4461,5.8495,,3723450.0
2001-09-20,38.0405,37.857,4.5943,10.7337,10.223,5.9772,,3643920.0
2001-09-21,37.9147,37.7318,4.5791,10.6982,10.1892,5.997,,3631870.0
2001-09-24,37.6883,37.5064,4.5517,10.6343,10.1283,6.033,,3610180.0
2001-09-25,37.8896,37.7067,4.576,10.6911,10.1824,6.001,,3629460.0
2001-09-26,37.3612,37.1809,4.5122,10.542,10.0404,6.0859,,3578850.0
2001-09-27,37.5625,37.3812,4.5365,10.5988,10.0945,6.0532,,3598130.0
2001-09-28,38.2921,38.1073,4.6247,10.8047,10.2906,5.9379,,3668020.0
2001-10-08,37.4116,37.231,4.5183,10.5562,10.0539,6.0777,,3583670.0
2001-10-09,37.9399,37.7568,4.5821,10.7053,10.1959,5.993,,3634280.0
2001-10-10,37.3612,37.1809,4.5122,10.542,10.0404,6.0859,,3578850.0
2001-10-11,36.5813,36.4048,4.418,10.322,9.8308,6.2156,,3504140.0
2001-10-12,38.2418,38.0573,4.6186,10.7905,10.2771,5.9457,,3663200.0
2001-10-15,39.1475,38.9586,4.728,11.0461,10.5205,5.8082,,3749960.0
2001-10-16,38.9463,38.7583,4.7037,10.9893,10.4664,5.8382,,3730680.0
2001-10-17,39.4998,39.3091,4.7705,11.1454,10.6151,5.7564,,3783700.0
2001-10-18,38.8205,38.6331,4.6885,10.9538,10.4326,5.8571,,3718630.0
2001-10-19,37.7386,37.5565,4.5578,10.6485,10.1418,6.025,,3615000.0
2001-10-22,37.3109,37.1309,4.5062,10.5278,10.0269,6.0941,,3574030.0
2001-10-23,41.0345,40.8364,4.9559,11.5785,11.0276,5.5411,,3930710.0
2001-10-24,41.1603,40.9616,4.9711,11.614,11.0614,5.5241,,3942760.0
