5日的区间涨跌幅,PEG
0.027314112291350487,-138.77999999999986
0.05200433369447458,-81.92785714285714
0.028862478777589122,-236.74407834101373
0.0814859197124026,163.53999999999985
0.06692913385826768,48.6864376130199
0.03647416413373869,-252.24482758620695
0.05755395683453243,-108.29776515151515
0.08312655086848633,-71.99499999999999
0.04766187050359723,-262.2671942446039
0.05078809106830123,69.52500000000013
0.05347593582887693,inf
0.09090909090909091,-101.36
0.06019417475728148,56.77335786568542
0.08141592920353981,-25.00096153846154
0.12316715542521992,-13.907657657657658
0.06578947368421052,-13.350019488112252
0.07086614173228353,206.4939904610493
0.06378600823045259,14.084999999999997
0.045728038507821776,220.48000000000025
0.05250783699059561,-11.093748518957346
0.100952380952381,-29.521698113207542
0.07561436672967871,-165.0810000000003
0.06502636203866419,-5.145652173913044
0.07370622059592265,-96.89333333333333
0.052059052059052056,-37.52813583188908
0.10826210826210836,503.6596282527885
0.07641196013289052,713.9875609756014
0.08695652173913039,-327.0599999999998
0.015867768595041336,37.731076923076955
0.10447761194029853,-217.78660377358494
0.04500000000000003,-57.62204794980955
0.13276836158192085,9.35681818181818
0.12155963302752278,-28.775657894736845
0.12531328320802004,131.76642857142843
0.08575803981623271,-61.57499999999999
0.09113300492610842,-4.6499999999999995
0.46392405063291126,60.49380152671756
0.06001765225066193,-6.4575
0.07006369426751581,-263.435
0.17002012072434622,217.39611486486473
0.10378912685337724,49.39941176470587
0.1320987654320988,-128.9821428571429
0.06682577565632443,-910.7999999999994
0.09794073329984929,27.569758454106278
0.15309446254071668,-34.133793103448276
0.14146341463414638,59.84610767872906
0.06914893617021271,58.499999999999986
0.08131487889273352,229.15551724137998
0.05929380413057965,95.38666666666668
0.16517857142857126,33.59066666666667
0.09585798816568054,501.7
0.15170068027210887,376.72849753694595
0.09787928221859715,22.749090909090906
0.08970976253298149,16.669473684210526
0.08510638297872329,2.5173006134969325
0.032982791586997975,20.90197183098591
0.05162241887905599,-181.95963229992793
0.021589793915603596,-101.73007265057416
0.1650793650793651,34003.3200000002
0.0915915915915915,-88.28120930232558
0.05504587155963308,0.22325
0.030333467255926033,238.6872413793103
0.46444444444444444,0.719811320754717
0.029914529914530037,4.347930710773357
0.07612456747404836,-6.7973817567567565
0.013003901170351058,221.1220810055866
0.06433949349760447,9.545253140171072
0.1597077244258872,-79.11285714285714
0.08235294117647057,2.2429757147248695
0.1152073732718894,inf
0.08983050847457616,60.685629139072844
0.09759547383309752,62.44806338028169
0.075829383886256,409.35034090909073
0.04003021148036249,-31.534999999999993
0.0866666666666666,38.04428571428571
0.06666666666666655,-158.64999999999995
0.07581227436823103,3.2907692307692304
0.08695652173913052,858.847500000001
0.0766378244746602,-36.398581560283695
0.022916666666666734,-290.29466584158416
0.05046948356807509,142.99190597204574
0.08528198074277857,-29.42825
0.060900264783759886,
0.06775067750677508,-4.246931546194351
0.05685131195335272,-85.32
0.0692678649715038,870.8000000000004
0.4624183006535946,148.38121212121212
0.10510510510510512,34.011250000000004
0.07142857142857137,41.60821705426357
0.07142857142857156,20.97190091402836
0.09925093632958806,4914.899999999996
0.07439824945295401,-334.012
0.062499999999999944,247.85340961098396
0.09443099273607741,314.6672440944881
0.0057915057915058155,-13.938343949044587
0.04477611940298523,-252.95999999999998
0.13689604685212292,127.73699999999987
0.030922521903452967,248.35050000000032
0.1150234741784038,777.1086390532532
0.08,-1795.642323943662
0.0486587648159699,-610.4106666666667
0.12401574803149604,-11.327177600653995
0.07851491174680457,28.299580419580426
0.04545454545454557,76.45680589680583
0.11706629055007053,129.90342857142858
0.11498973305954817,42.36505494505494
0.08808844507845943,-542.0499999999998
0.1328273244781784,37.95674255691769
0.027868852459016383,57.19277978339352
0.0991471215351812,-30.162857142857163
0.09004092769440657,-57.293142857142854
-0.25623268698060936,-22.94938900203666
0.046511627906976785,21.637037037037032
0.15099715099715108,-654.020487804878
0.15434083601286175,6.338181818181819
0.07849829351535838,26.379574468085103
0.06221889055472264,329.7049999999997
0.13664596273291924,97.68972677595629
0.07493540051679587,-830.8462500000009
0.08992805755395684,40.769999999999996
0.11344537815126052,-33.519708491761726
0.12765957446808512,-140.27285714285722
0.08718861209964417,-18.759107142857143
0.07943925233644857,107.60923076923079
0.09589041095890409,-12.018461538461537
0.17117903930131012,200.71999999999997
